id,customer_id,status,total_amount_products,total_amount_services,discount,total_amount,received_at,realized_at,delivery_at,equipments_description,defects_description,technical_report,warranty,created_at
158,21,5,0.00,0.00,0.00,0.00,1603710192640,1603710200107,1604055952359,bomba parafuso sabão ,montagem ,"fabricar vedação flange de entrada e flange de saída / reduzir medidas do suporte da bomba / pintura do suporte / 
montagem ",,1603710200107
159,13,5,0.00,0.00,0.00,0.00,1603712273184,1603712289829,,ventilador ,não liga ,troca de capacitor de partida e tomada 220v ( eletrecista lembek),obs : sem conserto comprado novo ,1603712289829
160,20,5,0.00,0.00,0.00,0.00,1603712947786,1603712962666,1603712965623,bicos de envaze ,vazamento e travando ,troca de oring de ponta de bico e hidratado vedação de válvula de abertura ,,1603712962666
161,43,5,0.00,0.00,0.00,0.00,1603713679787,1603713744485,1603713745788,prensa ,solta / deslocando-se pelo setor com a vibração (,colocar no lugar ,,1603713744485
162,32,4,0.00,0.00,0.00,0.00,1603713852513,1603713868831,,depósito de material tratado ,sabão não consumindo todo o material tratado / sobra ,fazer desvio de bag para tanque subterrâneo ,,1603713868831
163,5,5,0.00,0.00,0.00,0.00,1603715487992,1603715500245,1603715501916,,conferência de nível de óleo e purga ,completar nível 100 ml,,1603715500245
164,29,5,0.00,0.00,0.00,0.00,1603716891238,1603716917098,1603728904238,cavalete pivô distribuição de esterco ,cavalete quebrado ,solda e reforço ( inox ) ,,1603716917098
165,10,5,0.00,0.00,0.00,0.00,1603729139991,1614196448932,1614196450370,tanque estoque talco ,rede contaminando ,fazer rede independente do tanque até a máquina ,,1614196448932
166,44,5,0.00,0.00,0.00,0.00,1603731532013,1603818022046,1604066343062,,portão quebrado não abre,trocar trilhos guia trocar rolamento fazer suporte estrutura ( remendo ) certo  fazer novo ,,1603818022046
167,45,5,0.00,0.00,0.00,0.00,1603731792722,1603731874146,1604412172283,acoplamento flange saída tanque 3,vazamento rosca espanada ,fazer novo (usinagem ) ,,1603731874146
168,46,5,0.00,0.00,0.00,0.00,1603735597037,1603735597037,,,quebrado estrutura ( podre),soldar novamente ( 18 pontos de remendo com solda ( sem conserto ) ,,1603735597037
169,46,5,0.00,0.00,0.00,0.00,1603793926470,1603793939775,1603793941529,,quebrado ,solda (varos pontos ),,1603793939775
170,19,5,0.00,0.00,0.00,0.00,1603795932213,1603795977453,1603795978975,painel elétrico comando envasadora ,botoeira caída ,remontar ,,1603795977453
171,22,5,0.00,0.00,0.00,0.00,1603801406328,1603801451294,1603801452731,queimador de bicos injetores ,fabricar suporte base para peça a ser queimada ,fabricação / solda ,,1603801451294
172,46,5,0.00,0.00,0.00,0.00,1603803105791,1603803142008,1603803143579,,pneu pegando na estrutura ,estrutura torta ( eixo torto ) reforçar,,1603803142008
173,4,5,0.00,0.00,0.00,0.00,1603804512334,1603804522665,1604066371814,ventilador ,instalar novo ,ventilador queimado sem conserto ,obs: ( ligado tomada direto sem potenciômetro ... provisório - feito por operador da fábrica ) ,1603804522665
174,4,5,0.00,0.00,0.00,0.00,1604411688018,1604411702296,1604411704167,ventilador ,instalar potenciômetro ,instalação,,1604411702296
175,12,5,0.00,0.00,0.00,0.00,1604412355674,1604412369947,1604412371400,támpador,arrancando tampas ,ajuste de passo estrala divisora ( Cruz de malta ) ,,1604412369947
176,24,5,0.00,0.00,0.00,0.00,1604412462812,1604412474543,1604513125365,rede do lauril com vazamento em cima do tanque detergente número 1,joelho quebrado , troca de conexões,,1604412474543
177,2,5,0.00,0.00,0.00,0.00,1604412716701,1604412728905,1604412795505,rede de ar comprimido ,vazamento ,trocar rede ou ( remendo ) ,( remendo ) ,1604412728905
178,24,5,0.00,0.00,0.00,0.00,1604426758439,1604426771013,1604426772667,tanque agitador amaciante número 2,furado no fundo ,tanque de (lnox) soldar ,,1604426771013
179,15,5,0.00,0.00,0.00,0.00,1604426874211,1604426894090,1604426895413,filtro de entrada do reservatório ,limpeza ,limpeza ( troca de tela ) ,,1604426894090
180,12,5,0.00,0.00,0.00,0.00,1604495047430,1604495084210,1604495085645,rede de amaciante ,registro 25mm vazamento ,trocar ( corte da rede e colocação de registro soldável ),,1604495084210
181,24,5,0.00,0.00,0.00,0.00,1604495851791,1604495873410,1604497004376,redutor do agitador do tanque aquecido ,ruído ,verificar nível de óleo ( verificar se o ruido e do redutor ou mancal de fundo ) ,completado óleo ( ruído do mancal de fundo ) ,1604495873410
182,12,5,0.00,0.00,0.00,0.00,1604496814408,1604496830481,1604497064227,tampador ,desenvolvido e instalado ponta de torque para tampa nova (acompanhar ) ,regulagem e acompanhamento ,,1604496830481
183,22,5,0.00,0.00,0.00,0.00,1604497128100,1604497156298,1614355101869,misturadores de matéria prima ,melhorar grade de pé de rosca ( entrada ) ,refazer grade com intervalos menores ,,1604497156298
184,24,5,0.00,0.00,0.00,0.00,1604662423626,1604662436440,1604662437744,Barreira de contenção ,instalar barreira de contenção de tráfego de baixo do elevador ,fabricado duas barreiras físicas e ancorado aí piso com paraboit ,,1604662436440
185,2,5,0.00,0.00,0.00,0.00,1604662596543,1604662621005,1604662622458,rede de ar comprimido ,vazamento ,remendo com emenda pneumática ( solicitado 10 m mangueira pneumática 8 mm para substituir todo o trecho de rede ) ,,1604662621005
186,4,5,0.00,0.00,0.00,0.00,1604662807952,1604662821910,1604951597718,rede de água sanitária ,conexão quebrada ,"substituir ""t"" 32mm soldável e prender com abraçadeira e bucha ",,1604662821910
187,24,5,0.00,0.00,0.00,0.00,1604663351235,1604663425545,1604951576513,tanque amaciante ,furo no fundo ,tentativa de solda ( inox) dentro do tanque ,nenhuma ( solda com eletrodo revestido ) ,1604663425545
188,2,5,0.00,0.00,0.00,0.00,1604665057571,1604665074184,1604665075588,sopro final limpeza do carimbo,manqueira rachada ,trocar mangueira ,,1604665074184
191,24,5,0.00,0.00,0.00,0.00,1605026744927,1605026764355,1605026772090,tanques de cloro ,registro 32mm com vazamento ,troca de registro ,"registros trocado a cada 60 dias ( vedação dos registros não espessifica
para ataque químico ) ",1605026764355
192,12,5,0.00,0.00,0.00,0.00,1605099510485,1605099527054,1605099528389,tampador ,soltou mola de expulsão ,remontar e travar ,,1605099527054
193,10,5,0.00,0.00,0.00,0.00,1605099610322,1605099630780,1605099632235,caixa desinfetante talco,vazamento ,não foi encontrado ,,1605099630780
194,12,5,0.00,0.00,0.00,0.00,1605099823402,1605099843959,1605099845279,rede amaciante ,trocar tela ( filtro ) ,,,1605099843959
195,2,5,0.00,0.00,0.00,0.00,1605103639733,1605103650811,1605103652114,bicos de envase,entupimento / trancado bico 14,desmontar e limpar ,,1605103650811
196,1,5,0.00,0.00,0.00,0.00,1605105830937,1605105882046,1605105883583,embaladora de vela ,filme plástico fugindo lateralmente ,regulagem gaiola superior,,1605105882046
197,48,5,0.00,0.00,0.00,0.00,1605108948556,1605109021340,1605109022627,ventiladore,caído - fora de posição ,ajustar e prender ,,1605109021340
198,2,5,0.00,0.00,0.00,0.00,1605114108971,1605114138534,1605114139904,bico de água ,mangueira solta ,o procedimento é: operador fecha o  registro do bico com problema e pede manutenção ,,1605114138534
199,49,5,0.00,0.00,0.00,0.00,1605187046210,1605187074762,1605187076400,agitador detergente clorado ,vazamento na rede do lauril ,joelho partido / substituir e montar com abraçadeiras ,,1605187074762
200,10,5,0,0,0.00,0.00,1605187760473,1605187760473,,reservatório glicerinado,vazamento registro,troca de registro 50 mm / rosca,,1605187760473
201,10,5,0,0,0.00,0.00,1605187929368,1605187929368,,tubulação sem cloro,tubulação sem cloro registro 32mm com rosca vazamento,troca de registro,,1605187929368
202,30,5,0,0,0.00,0.00,1605188130226,1605188145757,,envasadora 5 L,plataforma instável / não repete altura,troca de cilindro pneumático ( comprado cilindro novo ),,1605188145757
203,13,5,0,0,0.00,0.00,1605188355828,1605188379078,,envasadora detergente 1L,sensor de entra suporte quebrado,fabricar suporte novo,,1605188379078
204,13,1,0,0,0.00,0.00,1605188528238,1605188548971,,envasadora,bico faltante,falta vedação correta ( ainda não foi encontrada ),,1605188548971
205,50,1,0.00,0.00,0.00,0.00,1605188708449,1614355770619,,palete ácido ,madeira de cima esburacada ,colocar chapa de plataforma ,"fazer 3 paletes novos definitivos de melhor qualidade "" não de paletes de embalagens empilhados *",1614355770619
206,24,5,0.00,0.00,0.00,0.00,1605188912802,1605896955401,1605896957070,tanque do leitoso ,registro vazamento ,troca de registro ,,1605896955401
207,24,5,0.00,0.00,0.00,0.00,1605189005941,1614364510069,1614364511590,tanque lauril,vazamento ,vedação união e junção joelho no tanque / feito tudo novo ,,1614364510069
208,24,4,0.00,0.00,0.00,0.00,1605189140646,1614869655643,1614869656896,tanque sem cloro ,vazamento ,estrutura inox muito fina / difícil solda / rachaduras constantes ,resinar todo o fundo e 1 m da lateral junto ao fundo / resina e lã de vidro 3 camadas / resina especial para ataque químico ./ feito solda TIG ( cancelado a resina ) ,1614869655643
209,24,5,0.00,0.00,0.00,0.00,1605189211321,1614870043165,1614870046056,tanque 3 água sanitária ,agitador ( ar comprimido solto ),prender ,cancelado / ver os 444,1614870043165
210,24,5,0.00,0.00,0.00,0.00,1605189370380,1614953386829,1614953388400,rede de água / água sanitária ,vazamento registro 32 mm,trocar ,,1614953386829
211,20,5,0.00,0.00,0.00,0.00,1605189645239,1615406152935,1615406154355,tubulação do sem cloro ,vazamento ,trocar registro 32 mm ,,1615406152935
212,1,5,0.00,0.00,0.00,0.00,1605204944135,1605204968378,1605204969865,embaladora de vela ,plástico frouxo caindo do guia ,regulagem ,,1605204968378
213,51,5,0.00,0.00,0.00,0.00,1605205064126,1605205111304,1605205112624,placa advertência prensa papelão ,pendurar placa nova ,prender com bucha ,,1605205111304
214,27,5,0.00,0.00,0.00,0.00,1605288751536,1605529694958,1605529699788,bomba retorno tanque do porão,vazamento bomba 12cv,troca de conexão / fabricado nipel de ferro na entrada da bomba ,,1605529694958
215,24,5,0,0,0.00,0.00,1605288858007,1605288858007,1620944627947,tanque do cloro,cano de descarga sobre o tanque vazando,verificar,,1605288858007
216,52,5,0.00,0.00,0.00,0.00,1605291061171,1605291125352,1605291127023,passa fita manual setor vela ,frouxo / quebrado ,,,1605291125352
217,19,5,0.00,0.00,0.00,0.00,1605292415752,1605292452107,1605292453344,lâmpada fluorescente ,piscando ,troca de lâmpada e starter ,,1605292452107
218,19,5,0.00,0.00,0.00,0.00,1605524994306,1605525025878,1605525027215,tapete transportador de corrente ,elo arrebentado ,substituir segmento quebrado ,,1605525025878
219,31,5,0.00,0.00,0.00,0.00,1605530071605,1605530106856,1605538794576,bomba do rio ,parou de conversar ,"o rio levou válvula e tubo / colocar outra/fazer suporte tipo ""garateia"" no pé da válvula e tubo de aço com joelho com argolas de ancoragem  ",,1605530106856
220,2,5,0.00,0.00,0.00,0.00,1605546916151,1605546928393,1605546929763,bicos de envase ,trancado ,desmontado limpado e trocado intermediário quebrado ,,1605546928393
221,21,5,0.00,0.00,0.00,0.00,1605549515063,1605549525982,1605549527386,guincho plataforma portão ,trava quebrada ,fabricado e instalado outra ,,1605549525982
222,21,5,0.00,0.00,0.00,0.00,1605552682602,1605552695869,1605627595992,rampa de descarga ,aumentar tamanho ,aumentar chapa / colocar longarinas de reforço / pintar / consertar trava do guincho ,,1605552695869
223,25,5,0.00,0.00,0.00,0.00,1605612239979,1605612258008,1614364017049,elevador água sanitária ,quebrado ,solda de estrutura ,,1605612258008
224,12,5,0.00,0.00,0.00,0.00,1605624802296,1605624849931,1605624851202,cabeça de torque,ajustar para tampa nova ,,,1605624849931
225,12,5,0.00,0.00,0.00,0.00,1605624944148,1605624997636,1605624999207,cabeça de torque ,trocar para tampa velha ,,,1605624997636
226,24,5,0.00,0.00,0.00,0.00,1605627794976,1614614443477,1614614444863,chuveiro de emergência ,tubulação solta / conexão pertda / mau posicionamento / registro com manopla quebrada ,fabricar pedestal de suporte para chuveiro / refazer tubulação ,,1614614443477
227,53,5,0.00,0.00,0.00,0.00,1605635865184,1605635885167,1605635886520,cozinha ,soldar argola no chassi para o botijão de gaz ,,,1605635885167
228,24,5,0.00,0.00,0.00,0.00,1605640175214,1614614536210,1614614537632,tanque do sem cloro ,fazer rede de água 50 mm,,,1614614536210
229,24,5,0.00,0.00,0.00,0.00,1605640292994,1614614560370,1614614561640,tanque agitador sal,fazer rede de água 50mm,,,1614614560370
230,24,5,0.00,0.00,0.00,0.00,1605640396997,1614614591466,1614614592702,tanque do lava roupas ( elab 06),fazer rede água 50 mm,,,1614614591466
231,24,5,0.00,0.00,0.00,0.00,1605640519744,1614614609912,1614614612501,tanque agitador base,fazer rede de água 50 mm ,,,1614614609912
232,54,0,0.00,0.00,0.00,0.00,1605701296531,1605701296531,,telhado ,"vazamento na calha 
",conserto de telhado com pessoal especializado ,,1605701296531
233,54,0,0.00,0.00,0.00,0.00,1605701561763,1605701561763,,bomba elétrica ,fiação e chave do motor fixar e melhorar isolamento ,serviço elétrico ,,1605701561763
234,37,0,0.00,0.00,0.00,0.00,1605701954251,1605701954251,,máquina esponja ,correia exposta / atuador de corte do fio sem isolamento ,verificar possibilidade de protetor de correia e verificar tensão do atuador de corte. isolar .,,1605701954251
236,55,0,0.00,0.00,0.00,0.00,1605702571686,1605702571686,,plataforma do tacho,sem guarda corpo,estudar forma de colocar guarda corpo móvel ,,1605702571686
237,56,0,0.00,0.00,0.00,0.00,1605702801597,1605702801597,,torre do resfriamento ,protetor de correia e corrente motor da torre ,fabricar protetor ,,1605702801597
238,56,0,0.00,0.00,0.00,0.00,1605703181248,1605703181248,,motores rosca superior e infererior ,sem tampa de ligação ,,,1605703181248
239,57,0,0.00,0.00,0.00,0.00,1605703433470,1605703433470,,plataforma ,trecho entre tacho 01 e 02 sem guarda corpo ,estudar guarda corpo móvel ,,1605703433470
240,57,0,0.00,0.00,0.00,0.00,1605703957471,1605703957471,,redutor do agitador ,falta proteção de correia ,fabricar proteção ,obs: fabricação desnecessária / na é acessível ao operador / acessado apenas pela manutenção com equipamento desligado ,1605703957471
241,58,0,0.00,0.00,0.00,0.00,1605704064289,1605704064289,,redutor do agitador ,protetor de correia ,fabricar protetor ,desnecessário / fora do alcance do operador / acessado apenas pela manutenção /com equipamento desligado ,1605704064289
242,57,0,0.00,0.00,0.00,0.00,1605704306214,1605704306214,,motor do redutor ,sem tampa da caixa de ligação ,comprar ou fabricar caixa de ligação ,,1605704306214
243,59,0,0.00,0.00,0.00,0.00,1605704422932,1605704422932,,conjunto redutor e motor ,protetor de correia ,fabricar protetor de correia ,,1605704422932
244,59,1,0.00,0.00,0.00,0.00,1605704944458,1605704944458,,linha de vapor ,isolamento térmico ,isolar com lá de vidro ,,1605704944458
245,59,0,0.00,0.00,0.00,0.00,1605705205406,1605705205406,,plataforma ,guarda corpo perto dos registros de vapor ,"desnecessário, para acessar tem que subir um degrau e se contorcer entre as tubulações de vapor ",,1605705205406
246,60,0,0.00,0.00,0.00,0.00,1605705450627,1605705450627,,plataforma piso ,varões quebrados ,,,1605705450627
247,60,1,0.00,0.00,0.00,0.00,1605705642805,1605705642805,,plataforma ,sem guarda corpo entre misturador e parede dos fundos ,,,1605705642805
248,61,0,0.00,0.00,0.00,0.00,1605706175946,1605706175946,,conjunto motor redutor ,protetor de correia ,"fabricar protetor de correia obs: proteção desnecessária, correias não estão ao alcance do operador / acessível somente pela manutenção que é feita com equipamento desligado ",,1605706175946
249,62,5,0.00,0.00,0.00,0.00,1605706686817,1605714364668,1605714366071,fogareiro ,vazamento,trocado abraçadeiras da válvula e duto de registros.,,1605714364668
250,63,0,0.00,0.00,0.00,0.00,1605707319552,1605707319552,,guarda corpo fixo na rampa e guarda corpo móvel na descarga e alongar plataforma no pé do guincho ,,,,1605707319552
251,22,0,0,0,0.00,0.00,1605708327845,1605708327845,,compressores do resfriador,proteção de correia 2,troca de todo o sistema,inútil colocação de proteção,1605708327845
252,22,0,0.00,0.00,0.00,0.00,1605708444335,1605708444335,,quadro elétrico compressores resfriador ,aberto e bagunçado ,,,1605708444335
253,22,0,0,0,0.00,0.00,1605708626040,1605708626040,,caixa refrigerada,vazamento / isolamento caindo,compra de sistema novo,sem conserto,1605708626040
254,22,5,0,0,0.00,0.00,1605708725832,1605708725832,1606329574393,iluminação,revisão,Revisado eletricista terceiro,,1605708725832
255,22,5,0.03,0,0.00,0.03,1605709091656,1605118452144,1612199009581,misturador de matéria prima 1-2-3,falta proteção  de correia dia misturadores 1-2-3,fabricado protetor sob medida,pintado da cor padrão amarelo segurança,1614787153146
256,37,5,0.00,0.00,0.00,0.00,1605781128281,1605781147967,1605781150607,máquina de esponjas ,aranha com garfos quebrados ,fabricar 2 garfos novos ,,1605781147967
257,22,5,0.00,0.00,0.00,0.00,1605791130595,1605791147152,1605791148622,frizer,fabricar 2 suportes mão francesa 500X300mm,,,1605791147152
258,48,5,0.00,0.00,0.00,0.00,1605804574843,1605804594220,1605804595657,caldeira parafina reciclada ,"união 1.1/2"" vazando ",trocado união ,,1605804594220
259,31,5,0.00,0.00,0.00,0.00,1605807102764,1605807128549,1605807130168,tanques de amaciante ,água suja escoar ,adaptar saída para calha da rua ,,1605807128549
260,17,5,0,0,0.00,0.00,1605807319767,1605807319767,1606169616258,moedor de café,troca de peneira,,,1605807319767
261,3,0,0.00,0.00,0.00,0.00,1605807339149,1605807356956,1605807358661,calha do chão,sem grade ,fabricar grade ,,1605807356956
262,2,0,0.00,0.00,0.00,0.00,1605808332222,1605808332222,,ralos de piso ,sem tampa ,fabricar tampa resistente a passagem da paleteira ( 11 PCs),,1605808332222
263,55,0,0.00,0.00,0.00,0.00,1605867851625,1605867851625,,motor do redutor ,falta tampa da caixa de ligação ,colocar tampa / ou caixa de ligação inteira ,,1605867851625
264,59,0,0.00,0.00,0.00,0.00,1605868401650,1605868401650,,motor do redutor ,sem caixa de ligação ,comprar ou fabricar caixa de ligação ,,1605868401650
265,61,0,0,0,0.00,0.00,1605868616414,1605868616414,,motor do redutor,sem tampa caixa de ligação,comprar ou fabricar caixa de ligação,,1605868616414
266,63,0,0,0,0.00,0.00,1605869410820,1605869410820,,rampa e plataforma do guincho,plataforma de concreto quebrada e curta,alongar e reforçar instalação de corrimão e guarda corpo,,1605869410820
267,53,5,0,0,0.00,0.00,1605874762699,1605874778852,1605874780189,carrinho de descarga 2 rodas,solda quebrado,,,1605874778852
268,6,5,0.00,0.00,0.00,0.00,1605874952995,1605877580567,1605877582969,tampador ,fora de sincronia ,encalhamento por garrafas fora de tamanho ,,1605877580567
269,48,0,0.00,0.00,0.00,0.00,1605877717139,1605877717139,,ventilador ,sem tela de proteção ,,,1605877717139
270,48,0,0.00,0.00,0.00,0.00,1605878045295,1605878045295,,fogareiro ,desprotegido / muito próximo da passagem risco de incêndio muito baixo botijão muito próximo ,transferir para área aberta e fazer estrutura de alvenaria para colocação do fogareiro e estudar colocação de botijão fora ,,1605878045295
271,48,5,0,0,0.00,0.00,1605879348014,1605879348014,1620936619472,tubulação vapor,vazamento no retorno para caldeira e obstrução de corredor (risco de queda ),correto passar por dentro de canaleta,refeito pelo mesmo local tubos expostos,1605879348014
272,48,1,0.00,0.00,0.00,0.00,1605879825618,1605879825618,,tanque 01 e 03 risco de queimadura a terceiros do corredor ,,fazer meia tampa ,,1605879825618
273,48,1,0.00,0.00,0.00,0.00,1605880465561,1605880465561,,seladora manual ,tomada sem tampa pino exposto ,,,1605880465561
274,37,5,0.00,0.00,0.00,0.00,1605883524205,1605883537554,1605883538991,aranha máquina de esponjas ,garfos quebrados ( 2) ,fabricar garfos novos ,,1605883537554
275,22,1,0,0,0.00,0.00,1605901434979,1605901434979,,misturador de matéria prima 02,falta tampa da caixa de ligação motor,comprar caixa de ligação,,1605901434979
276,48,5,0.00,0.00,0.00,0.00,1605902333984,1605902364219,1605902365906,fechadura de caixa ,não corta a fita de cima ,limpeza e afiar navalha ,,1605902364219
277,24,5,0.00,0.00,0.00,0.00,1606127931490,1606127960301,1606127961470,tanque retorno para sabão ,colocar união cano 59 mm ,para facilitar a troca de tela ,,1606127960301
278,3,5,0.00,0.00,0.00,0.00,1606133041922,1606133081014,1606133082401,aplicador de Tama ,encalhamento de tampas ,polimento e ajuste ,,1606133081014
279,18,5,0.00,0.00,0.00,0.00,1606133253618,1606133285662,1606133287166,embaladora água sanitária 1L,fita inferior saindo do guia ,passado fita na posição correta ,,1606133285662
280,4,5,0.00,0.00,0.00,0.00,1606141694869,1606141706677,1606141708097,bico de envase ,ponteira quebrada ,substituído ,,1606141706677
281,3,5,0.00,0.00,0.00,0.00,1606141758828,1606141782083,1606141779025,cabeça de torque 01,falta torque tampa frouxa ,ajuste ,,1606141782083
282,17,5,0.00,0.00,0.00,0.00,1606215471621,1606215490332,1606215491752,embaladora café almofada ,lâmina de corte pacote suporte quebrado ,solda e recolocar arrebites ,,1606215490332
283,16,5,0.00,0.00,0.00,0.00,1606215605410,1606215622147,1614095107769,roteador de café ,tubo água resfriamento com vazamento ,refazer conexões de ferro ,,1606215622147
284,29,5,0.00,0.00,0.00,0.00,1606218623272,1606218641988,1606218643425,dosador de sal para gado ,fabricar ( Chepa) de PVC para sal ,,,1606218641988
285,2,5,0.00,0.00,0.00,0.00,1606221126537,1606221194995,1606223923073,válvula pneumática( registro ) não aciona ,troca de boia /troca de sindau conector / ajuste de nível ,boia com infiltração de cloro ,,1606221194995
286,6,5,0.00,0.00,0.00,0.00,1606223983237,1606223998296,1606223999431,tampador ,caindo tampa / garrafa aberta ,ajuste ,,1606223998296
287,2,5,0.00,0.00,0.00,0.00,1606239465449,1606239489017,1606239490571,válvula pneumática ( registro ),boia ,boia nova com defeito / colocar outra nova ,,1606239489017
288,6,5,0.00,0.00,0.00,0.00,1606240294977,1606240308979,1606240310417,tampador ,fabricar novo excêntrico do apalpador ,fabricado em aço  tomando como base o desgaste do original ,obs: feito preenchido mento com solda e aguarda peça nova / melhorado batente dos gatilhos dos bicos / parada das 11: 00--16:10 hs ,1606240308979
289,12,5,0.00,0.00,0.00,0.00,1606240476897,1606240503201,1606240504420,rede amaciante ,troca de filtro / tela ,trocado filtro ,,1606240503201
290,24,5,0.00,0.00,0.00,0.00,1606248598327,1606248620598,1606248622018,tanque agitador detergente ,vazamento joelho saída ,troca de conexões ,,1606248620598
291,24,1,0.00,0.00,0.00,0.00,1606304001003,1606304097825,,elaborador de detergente n° 2,protetor de correia ,fica ao alcance do operador ( nunca teve protetor) ,,1606304097825
292,24,1,0.00,0.00,0.00,0.00,1606304241536,1606304241536,,elaborador de detergente nπ 1,protetor de acoplamento de agitador ,fica ao alcance do operador ,,1606304241536
293,24,1,0.00,0.00,0.00,0.00,1606304535846,1606304535846,,armazenador de produto semi elaborado ( tanque 3) ,fiação exposta ,eletrecista ,,1606304535846
294,24,5,0.00,0.00,0.00,0.00,1606309787928,1614094939394,1614094941182,água para tanque alvejante sem cloro ,pouca vazão de Agua demora para encher o tanque ,50mm ( T = 1) ( joelho = 5) ( registro com adaptador = 1) ( cano 1 barra) ,,1614094939394
295,24,5,0.00,0.00,0.00,0.00,1606310172268,1614094905526,1614094907131,tanque do sal ,pouca vazão de água ( demora encher),(T 50mm ) ( joelho 4) (registro com adaptador) ( barra de cano ) ,passado para rede 50mm,1614094905526
296,24,5,0.00,0.00,0.00,0.00,1606310617373,1614094861081,1614094862417,tanque agitador lava roupas,rede de água ,(T 50mm = 1) ( joelho = 5) (cano 2barras ) ( registro com adaptador = 1) ( bucha metálica 8 X 100 = 10 ) ,,1614094861081
297,24,5,0.00,0.00,0.00,0.00,1606311056762,1606311056762,,elaborador da base ,rede água fina ,( T 50mm = 1) ( joelho 2) ,colocado na rede 50 mm,1606311056762
298,4,5,0.00,0.00,0.00,0.00,1606386911997,1606386931371,1606386932809,água 5L,vazamento de ar ,mangueira podre rasgada / troca por outra de péssima qualidade ,,1606386931371
299,3,5,0.00,0.00,0.00,0.00,1606387028814,1606387045024,1606387046461,rede ar comprimido,vazamento ,mangueira podre rasgada / substituída por outra de qualidade duvidosa ,,1606387045024
300,14,5,0.00,0.00,0.00,0.00,1606391353150,1606391369737,1606391370957,bandeja máquina de vela,quebrada ,solda ,,1606391369737
301,3,5,0.00,0.00,0.00,0.00,1606393835073,1606393847708,1606393848843,divisor depois do carrocel ,fora de sincronia ,sincronicar máquina toda ,,1606393847708
302,28,1,0.00,0.00,0.00,0.00,1606400656551,1606400669433,1606400670920,ventilador detergente 500 ml,passar fiação com eletrodutos ,eletrecista ,,1606400669433
303,12,5,0.00,0.00,0.00,0.00,1606412996289,1606413010125,1606413011462,rede ar cilindro conjunto de bicos ,mangueira 8 mm rachada ,trocado ,,1606413010125
304,24,5,0.00,0.00,0.00,0.00,1606503956583,1606503974544,1606503975929,tanque sem cloro ,vazamento ,trinca no fundo / não dá pra soldar / colocado resina / duas demão.,,1606503974544
305,64,5,0.00,0.00,0.00,0.00,1606504144487,1606504193377,1606504194797,chuveiro emergência setor elaboração detergente,registro quebrado / solto / conexões quebradas ,fazer coluna de fixação e posicionado melhor ,,1606504193377
306,24,1,0.00,0.00,0.00,0.00,1606741411489,1606741455783,1606741457320,tanque da base ,eicho desprotegido ,esta ao alcance do operador colocar proteção ,,1606741455783
307,24,1,0.00,0.00,0.00,0.00,1606741622078,1606741622078,,tanque do concentrado ,sem tampa ,fazer tampa de inox ,,1606741622078
308,24,1,0.00,0.00,0.00,0.00,1606741855193,1606741855193,,quadro elétrico ao lado do tanque lauril ,debaixo da rede de água e fiação exposta ,mudar quadro e caixa secundaria de posição ,,1606741855193
309,24,1,0.00,0.00,0.00,0.00,1606742170334,1606742170334,,bomba do tanque lauril ,sem protetor de corrente ,fabricar conf desenho ,,1606742170334
310,24,0,0.00,0.00,0.00,0.00,1606742476060,1606742476060,,calha ,sem grade / calha aberta ,fabricar grade de proteção ,,1606742476060
311,24,0,0.00,0.00,0.00,0.00,1606742783469,1606742783469,,quadro elétrico ,fiação solta / aparente ,colocar caixa de ligação nova ,,1606742783469
312,2,1,0.00,0.00,0.00,0.00,1606743085539,1606743085539,,caixa de ligação na mureta dos tanques ,sem tampa ,recolocar tampa ,,1606743085539
313,65,5,0.00,0.00,0.00,0.00,1606746099391,1606746162495,1606746164081,envasadora de cera ,"registros não fecham  ( 1"" e 1.1/4"" )/ ferro baixa pressão ",trocar por novos ,,1606746162495
314,14,5,0.00,0.00,0.00,0.00,1606821119633,1606821143347,1606821144934,máquina 7 dias número 50 mm ,pino quebrado,fabricar e instalar nova vareta ,,1606821143347
315,43,5,0.00,0.00,0.00,0.00,1606830302530,1606830320347,1606830321666,prensa corte papelão ,fora de posição ,arrastar para posição ,,1606830320347
316,20,5,0.00,0.00,0.00,0.00,1606831885325,1606831907989,1606831909292,rede ar comprimido ,vazamento ,remendo com imenda pneumática 8 mm,,1606831907989
317,2,5,0.00,0.00,0.00,0.00,1606832023435,1606832036780,1606832038066,boia de nível ,não liga ,troca de boia por outra nova outra marca ,,1606832036780
318,24,5,0.00,0.00,0.00,0.00,1606832108468,1606832117267,1606832118736,"rede do cloro 1"" ",joelho quebrado ,troca ,,1606832117267
319,16,5,0.00,0.00,0.00,0.00,1606842800668,1606842816017,1606842817370,roteador de café ,registro água não fecha ,troca de registro ,,1606842816017
320,2,5,0.00,0.00,0.00,0.00,1606842875010,1606842887730,1606842889034,mesa acumuladora ,caindo garrafas ,ajustado guias e passado silicone ,,1606842887730
321,10,1,0.00,0.00,0.00,0.00,1606843118043,1606843143983,1606843145353,exaustores de telhado ,rangindo ,serviço de telhado / pessoal de telhado .,,1606843143983
322,20,1,0.00,0.00,0.00,0.00,1606903982758,1606904662614,1606904664135,bicos trancado vazando ,falta de vedação resistente a ataque químico ,lubrificado novamente pela centésima  vez ,,1606904662614
